id,count,bin,image_path,json_path,density_path,split
332,54,50-99,D:\PanoCrowdCount\data\dataset\images\332.jpg,D:\PanoCrowdCount\data\dataset\json\332.json,D:\PanoCrowdCount\data\dataset\density_maps\332.npy,test
333,74,50-99,D:\PanoCrowdCount\data\dataset\images\333.jpg,D:\PanoCrowdCount\data\dataset\json\333.json,D:\PanoCrowdCount\data\dataset\density_maps\333.npy,test
334,81,50-99,D:\PanoCrowdCount\data\dataset\images\334.jpg,D:\PanoCrowdCount\data\dataset\json\334.json,D:\PanoCrowdCount\data\dataset\density_maps\334.npy,train
335,133,100-199,D:\PanoCrowdCount\data\dataset\images\335.jpg,D:\PanoCrowdCount\data\dataset\json\335.json,D:\PanoCrowdCount\data\dataset\density_maps\335.npy,train
336,68,50-99,D:\PanoCrowdCount\data\dataset\images\336.jpg,D:\PanoCrowdCount\data\dataset\json\336.json,D:\PanoCrowdCount\data\dataset\density_maps\336.npy,val
337,19,0-49,D:\PanoCrowdCount\data\dataset\images\337.jpg,D:\PanoCrowdCount\data\dataset\json\337.json,D:\PanoCrowdCount\data\dataset\density_maps\337.npy,train
338,107,100-199,D:\PanoCrowdCount\data\dataset\images\338.jpg,D:\PanoCrowdCount\data\dataset\json\338.json,D:\PanoCrowdCount\data\dataset\density_maps\338.npy,train
339,11,0-49,D:\PanoCrowdCount\data\dataset\images\339.jpg,D:\PanoCrowdCount\data\dataset\json\339.json,D:\PanoCrowdCount\data\dataset\density_maps\339.npy,train
34,72,50-99,D:\PanoCrowdCount\data\dataset\images\34.jpg,D:\PanoCrowdCount\data\dataset\json\34.json,D:\PanoCrowdCount\data\dataset\density_maps\34.npy,test
340,74,50-99,D:\PanoCrowdCount\data\dataset\images\340.jpg,D:\PanoCrowdCount\data\dataset\json\340.json,D:\PanoCrowdCount\data\dataset\density_maps\340.npy,test
341,389,300-499,D:\PanoCrowdCount\data\dataset\images\341.jpg,D:\PanoCrowdCount\data\dataset\json\341.json,D:\PanoCrowdCount\data\dataset\density_maps\341.npy,train
342,60,50-99,D:\PanoCrowdCount\data\dataset\images\342.jpg,D:\PanoCrowdCount\data\dataset\json\342.json,D:\PanoCrowdCount\data\dataset\density_maps\342.npy,train
343,162,100-199,D:\PanoCrowdCount\data\dataset\images\343.jpg,D:\PanoCrowdCount\data\dataset\json\343.json,D:\PanoCrowdCount\data\dataset\density_maps\343.npy,train
344,151,100-199,D:\PanoCrowdCount\data\dataset\images\344.jpg,D:\PanoCrowdCount\data\dataset\json\344.json,D:\PanoCrowdCount\data\dataset\density_maps\344.npy,train
345,120,100-199,D:\PanoCrowdCount\data\dataset\images\345.jpg,D:\PanoCrowdCount\data\dataset\json\345.json,D:\PanoCrowdCount\data\dataset\density_maps\345.npy,train
346,29,0-49,D:\PanoCrowdCount\data\dataset\images\346.jpg,D:\PanoCrowdCount\data\dataset\json\346.json,D:\PanoCrowdCount\data\dataset\density_maps\346.npy,train
347,160,100-199,D:\PanoCrowdCount\data\dataset\images\347.jpg,D:\PanoCrowdCount\data\dataset\json\347.json,D:\PanoCrowdCount\data\dataset\density_maps\347.npy,train
348,278,200-299,D:\PanoCrowdCount\data\dataset\images\348.jpg,D:\PanoCrowdCount\data\dataset\json\348.json,D:\PanoCrowdCount\data\dataset\density_maps\348.npy,val
349,59,50-99,D:\PanoCrowdCount\data\dataset\images\349.jpg,D:\PanoCrowdCount\data\dataset\json\349.json,D:\PanoCrowdCount\data\dataset\density_maps\349.npy,val
35,89,50-99,D:\PanoCrowdCount\data\dataset\images\35.jpg,D:\PanoCrowdCount\data\dataset\json\35.json,D:\PanoCrowdCount\data\dataset\density_maps\35.npy,train
350,158,100-199,D:\PanoCrowdCount\data\dataset\images\350.jpg,D:\PanoCrowdCount\data\dataset\json\350.json,D:\PanoCrowdCount\data\dataset\density_maps\350.npy,train
351,110,100-199,D:\PanoCrowdCount\data\dataset\images\351.jpg,D:\PanoCrowdCount\data\dataset\json\351.json,D:\PanoCrowdCount\data\dataset\density_maps\351.npy,train
352,157,100-199,D:\PanoCrowdCount\data\dataset\images\352.jpg,D:\PanoCrowdCount\data\dataset\json\352.json,D:\PanoCrowdCount\data\dataset\density_maps\352.npy,train
353,324,300-499,D:\PanoCrowdCount\data\dataset\images\353.jpg,D:\PanoCrowdCount\data\dataset\json\353.json,D:\PanoCrowdCount\data\dataset\density_maps\353.npy,val
354,152,100-199,D:\PanoCrowdCount\data\dataset\images\354.jpg,D:\PanoCrowdCount\data\dataset\json\354.json,D:\PanoCrowdCount\data\dataset\density_maps\354.npy,train
355,119,100-199,D:\PanoCrowdCount\data\dataset\images\355.jpg,D:\PanoCrowdCount\data\dataset\json\355.json,D:\PanoCrowdCount\data\dataset\density_maps\355.npy,train
356,56,50-99,D:\PanoCrowdCount\data\dataset\images\356.jpg,D:\PanoCrowdCount\data\dataset\json\356.json,D:\PanoCrowdCount\data\dataset\density_maps\356.npy,train
357,157,100-199,D:\PanoCrowdCount\data\dataset\images\357.jpg,D:\PanoCrowdCount\data\dataset\json\357.json,D:\PanoCrowdCount\data\dataset\density_maps\357.npy,test
358,310,300-499,D:\PanoCrowdCount\data\dataset\images\358.jpg,D:\PanoCrowdCount\data\dataset\json\358.json,D:\PanoCrowdCount\data\dataset\density_maps\358.npy,train
359,45,0-49,D:\PanoCrowdCount\data\dataset\images\359.jpg,D:\PanoCrowdCount\data\dataset\json\359.json,D:\PanoCrowdCount\data\dataset\density_maps\359.npy,train
36,223,200-299,D:\PanoCrowdCount\data\dataset\images\36.jpg,D:\PanoCrowdCount\data\dataset\json\36.json,D:\PanoCrowdCount\data\dataset\density_maps\36.npy,train
360,50,50-99,D:\PanoCrowdCount\data\dataset\images\360.jpg,D:\PanoCrowdCount\data\dataset\json\360.json,D:\PanoCrowdCount\data\dataset\density_maps\360.npy,train
361,65,50-99,D:\PanoCrowdCount\data\dataset\images\361.jpg,D:\PanoCrowdCount\data\dataset\json\361.json,D:\PanoCrowdCount\data\dataset\density_maps\361.npy,train
362,131,100-199,D:\PanoCrowdCount\data\dataset\images\362.jpg,D:\PanoCrowdCount\data\dataset\json\362.json,D:\PanoCrowdCount\data\dataset\density_maps\362.npy,train
363,10,0-49,D:\PanoCrowdCount\data\dataset\images\363.jpg,D:\PanoCrowdCount\data\dataset\json\363.json,D:\PanoCrowdCount\data\dataset\density_maps\363.npy,train
364,153,100-199,D:\PanoCrowdCount\data\dataset\images\364.jpg,D:\PanoCrowdCount\data\dataset\json\364.json,D:\PanoCrowdCount\data\dataset\density_maps\364.npy,test
365,48,0-49,D:\PanoCrowdCount\data\dataset\images\365.jpg,D:\PanoCrowdCount\data\dataset\json\365.json,D:\PanoCrowdCount\data\dataset\density_maps\365.npy,train
366,217,200-299,D:\PanoCrowdCount\data\dataset\images\366.jpg,D:\PanoCrowdCount\data\dataset\json\366.json,D:\PanoCrowdCount\data\dataset\density_maps\366.npy,train
367,135,100-199,D:\PanoCrowdCount\data\dataset\images\367.jpg,D:\PanoCrowdCount\data\dataset\json\367.json,D:\PanoCrowdCount\data\dataset\density_maps\367.npy,train
368,153,100-199,D:\PanoCrowdCount\data\dataset\images\368.jpg,D:\PanoCrowdCount\data\dataset\json\368.json,D:\PanoCrowdCount\data\dataset\density_maps\368.npy,test
369,34,0-49,D:\PanoCrowdCount\data\dataset\images\369.jpg,D:\PanoCrowdCount\data\dataset\json\369.json,D:\PanoCrowdCount\data\dataset\density_maps\369.npy,val
37,56,50-99,D:\PanoCrowdCount\data\dataset\images\37.jpg,D:\PanoCrowdCount\data\dataset\json\37.json,D:\PanoCrowdCount\data\dataset\density_maps\37.npy,train
370,116,100-199,D:\PanoCrowdCount\data\dataset\images\370.jpg,D:\PanoCrowdCount\data\dataset\json\370.json,D:\PanoCrowdCount\data\dataset\density_maps\370.npy,train
371,90,50-99,D:\PanoCrowdCount\data\dataset\images\371.jpg,D:\PanoCrowdCount\data\dataset\json\371.json,D:\PanoCrowdCount\data\dataset\density_maps\371.npy,test
372,100,100-199,D:\PanoCrowdCount\data\dataset\images\372.jpg,D:\PanoCrowdCount\data\dataset\json\372.json,D:\PanoCrowdCount\data\dataset\density_maps\372.npy,val
373,147,100-199,D:\PanoCrowdCount\data\dataset\images\373.jpg,D:\PanoCrowdCount\data\dataset\json\373.json,D:\PanoCrowdCount\data\dataset\density_maps\373.npy,train
374,114,100-199,D:\PanoCrowdCount\data\dataset\images\374.jpg,D:\PanoCrowdCount\data\dataset\json\374.json,D:\PanoCrowdCount\data\dataset\density_maps\374.npy,train
375,113,100-199,D:\PanoCrowdCount\data\dataset\images\375.jpg,D:\PanoCrowdCount\data\dataset\json\375.json,D:\PanoCrowdCount\data\dataset\density_maps\375.npy,train
376,101,100-199,D:\PanoCrowdCount\data\dataset\images\376.jpg,D:\PanoCrowdCount\data\dataset\json\376.json,D:\PanoCrowdCount\data\dataset\density_maps\376.npy,train
377,47,0-49,D:\PanoCrowdCount\data\dataset\images\377.jpg,D:\PanoCrowdCount\data\dataset\json\377.json,D:\PanoCrowdCount\data\dataset\density_maps\377.npy,val
378,32,0-49,D:\PanoCrowdCount\data\dataset\images\378.jpg,D:\PanoCrowdCount\data\dataset\json\378.json,D:\PanoCrowdCount\data\dataset\density_maps\378.npy,val
379,46,0-49,D:\PanoCrowdCount\data\dataset\images\379.jpg,D:\PanoCrowdCount\data\dataset\json\379.json,D:\PanoCrowdCount\data\dataset\density_maps\379.npy,train
38,299,200-299,D:\PanoCrowdCount\data\dataset\images\38.jpg,D:\PanoCrowdCount\data\dataset\json\38.json,D:\PanoCrowdCount\data\dataset\density_maps\38.npy,val
380,182,100-199,D:\PanoCrowdCount\data\dataset\images\380.jpg,D:\PanoCrowdCount\data\dataset\json\380.json,D:\PanoCrowdCount\data\dataset\density_maps\380.npy,val
381,143,100-199,D:\PanoCrowdCount\data\dataset\images\381.jpg,D:\PanoCrowdCount\data\dataset\json\381.json,D:\PanoCrowdCount\data\dataset\density_maps\381.npy,train
382,31,0-49,D:\PanoCrowdCount\data\dataset\images\382.jpg,D:\PanoCrowdCount\data\dataset\json\382.json,D:\PanoCrowdCount\data\dataset\density_maps\382.npy,val
383,151,100-199,D:\PanoCrowdCount\data\dataset\images\383.jpg,D:\PanoCrowdCount\data\dataset\json\383.json,D:\PanoCrowdCount\data\dataset\density_maps\383.npy,train
384,85,50-99,D:\PanoCrowdCount\data\dataset\images\384.jpg,D:\PanoCrowdCount\data\dataset\json\384.json,D:\PanoCrowdCount\data\dataset\density_maps\384.npy,val
385,120,100-199,D:\PanoCrowdCount\data\dataset\images\385.jpg,D:\PanoCrowdCount\data\dataset\json\385.json,D:\PanoCrowdCount\data\dataset\density_maps\385.npy,train
386,22,0-49,D:\PanoCrowdCount\data\dataset\images\386.jpg,D:\PanoCrowdCount\data\dataset\json\386.json,D:\PanoCrowdCount\data\dataset\density_maps\386.npy,train
387,89,50-99,D:\PanoCrowdCount\data\dataset\images\387.jpg,D:\PanoCrowdCount\data\dataset\json\387.json,D:\PanoCrowdCount\data\dataset\density_maps\387.npy,train
388,400,300-499,D:\PanoCrowdCount\data\dataset\images\388.jpg,D:\PanoCrowdCount\data\dataset\json\388.json,D:\PanoCrowdCount\data\dataset\density_maps\388.npy,train
389,11,0-49,D:\PanoCrowdCount\data\dataset\images\389.jpg,D:\PanoCrowdCount\data\dataset\json\389.json,D:\PanoCrowdCount\data\dataset\density_maps\389.npy,test
39,806,500+,D:\PanoCrowdCount\data\dataset\images\39.jpg,D:\PanoCrowdCount\data\dataset\json\39.json,D:\PanoCrowdCount\data\dataset\density_maps\39.npy,train
390,13,0-49,D:\PanoCrowdCount\data\dataset\images\390.jpg,D:\PanoCrowdCount\data\dataset\json\390.json,D:\PanoCrowdCount\data\dataset\density_maps\390.npy,train
391,66,50-99,D:\PanoCrowdCount\data\dataset\images\391.jpg,D:\PanoCrowdCount\data\dataset\json\391.json,D:\PanoCrowdCount\data\dataset\density_maps\391.npy,train
392,340,300-499,D:\PanoCrowdCount\data\dataset\images\392.jpg,D:\PanoCrowdCount\data\dataset\json\392.json,D:\PanoCrowdCount\data\dataset\density_maps\392.npy,train
393,54,50-99,D:\PanoCrowdCount\data\dataset\images\393.jpg,D:\PanoCrowdCount\data\dataset\json\393.json,D:\PanoCrowdCount\data\dataset\density_maps\393.npy,val
394,264,200-299,D:\PanoCrowdCount\data\dataset\images\394.jpg,D:\PanoCrowdCount\data\dataset\json\394.json,D:\PanoCrowdCount\data\dataset\density_maps\394.npy,val
395,57,50-99,D:\PanoCrowdCount\data\dataset\images\395.jpg,D:\PanoCrowdCount\data\dataset\json\395.json,D:\PanoCrowdCount\data\dataset\density_maps\395.npy,train
396,203,200-299,D:\PanoCrowdCount\data\dataset\images\396.jpg,D:\PanoCrowdCount\data\dataset\json\396.json,D:\PanoCrowdCount\data\dataset\density_maps\396.npy,train
397,181,100-199,D:\PanoCrowdCount\data\dataset\images\397.jpg,D:\PanoCrowdCount\data\dataset\json\397.json,D:\PanoCrowdCount\data\dataset\density_maps\397.npy,train
398,117,100-199,D:\PanoCrowdCount\data\dataset\images\398.jpg,D:\PanoCrowdCount\data\dataset\json\398.json,D:\PanoCrowdCount\data\dataset\density_maps\398.npy,test
399,20,0-49,D:\PanoCrowdCount\data\dataset\images\399.jpg,D:\PanoCrowdCount\data\dataset\json\399.json,D:\PanoCrowdCount\data\dataset\density_maps\399.npy,train
4,98,50-99,D:\PanoCrowdCount\data\dataset\images\4.jpg,D:\PanoCrowdCount\data\dataset\json\4.json,D:\PanoCrowdCount\data\dataset\density_maps\4.npy,train
40,86,50-99,D:\PanoCrowdCount\data\dataset\images\40.jpg,D:\PanoCrowdCount\data\dataset\json\40.json,D:\PanoCrowdCount\data\dataset\density_maps\40.npy,test
400,33,0-49,D:\PanoCrowdCount\data\dataset\images\400.jpg,D:\PanoCrowdCount\data\dataset\json\400.json,D:\PanoCrowdCount\data\dataset\density_maps\400.npy,test
401,16,0-49,D:\PanoCrowdCount\data\dataset\images\401.jpg,D:\PanoCrowdCount\data\dataset\json\401.json,D:\PanoCrowdCount\data\dataset\density_maps\401.npy,test
402,187,100-199,D:\PanoCrowdCount\data\dataset\images\402.jpg,D:\PanoCrowdCount\data\dataset\json\402.json,D:\PanoCrowdCount\data\dataset\density_maps\402.npy,train
403,184,100-199,D:\PanoCrowdCount\data\dataset\images\403.jpg,D:\PanoCrowdCount\data\dataset\json\403.json,D:\PanoCrowdCount\data\dataset\density_maps\403.npy,val
404,15,0-49,D:\PanoCrowdCount\data\dataset\images\404.jpg,D:\PanoCrowdCount\data\dataset\json\404.json,D:\PanoCrowdCount\data\dataset\density_maps\404.npy,val
405,42,0-49,D:\PanoCrowdCount\data\dataset\images\405.jpg,D:\PanoCrowdCount\data\dataset\json\405.json,D:\PanoCrowdCount\data\dataset\density_maps\405.npy,train
406,73,50-99,D:\PanoCrowdCount\data\dataset\images\406.jpg,D:\PanoCrowdCount\data\dataset\json\406.json,D:\PanoCrowdCount\data\dataset\density_maps\406.npy,train
407,101,100-199,D:\PanoCrowdCount\data\dataset\images\407.jpg,D:\PanoCrowdCount\data\dataset\json\407.json,D:\PanoCrowdCount\data\dataset\density_maps\407.npy,val
408,217,200-299,D:\PanoCrowdCount\data\dataset\images\408.jpg,D:\PanoCrowdCount\data\dataset\json\408.json,D:\PanoCrowdCount\data\dataset\density_maps\408.npy,train
409,126,100-199,D:\PanoCrowdCount\data\dataset\images\409.jpg,D:\PanoCrowdCount\data\dataset\json\409.json,D:\PanoCrowdCount\data\dataset\density_maps\409.npy,test
41,7,0-49,D:\PanoCrowdCount\data\dataset\images\41.jpg,D:\PanoCrowdCount\data\dataset\json\41.json,D:\PanoCrowdCount\data\dataset\density_maps\41.npy,train
410,29,0-49,D:\PanoCrowdCount\data\dataset\images\410.jpg,D:\PanoCrowdCount\data\dataset\json\410.json,D:\PanoCrowdCount\data\dataset\density_maps\410.npy,train
411,349,300-499,D:\PanoCrowdCount\data\dataset\images\411.jpg,D:\PanoCrowdCount\data\dataset\json\411.json,D:\PanoCrowdCount\data\dataset\density_maps\411.npy,train
412,120,100-199,D:\PanoCrowdCount\data\dataset\images\412.jpg,D:\PanoCrowdCount\data\dataset\json\412.json,D:\PanoCrowdCount\data\dataset\density_maps\412.npy,train
413,150,100-199,D:\PanoCrowdCount\data\dataset\images\413.jpg,D:\PanoCrowdCount\data\dataset\json\413.json,D:\PanoCrowdCount\data\dataset\density_maps\413.npy,train
414,546,500+,D:\PanoCrowdCount\data\dataset\images\414.jpg,D:\PanoCrowdCount\data\dataset\json\414.json,D:\PanoCrowdCount\data\dataset\density_maps\414.npy,train
415,48,0-49,D:\PanoCrowdCount\data\dataset\images\415.jpg,D:\PanoCrowdCount\data\dataset\json\415.json,D:\PanoCrowdCount\data\dataset\density_maps\415.npy,val
416,252,200-299,D:\PanoCrowdCount\data\dataset\images\416.jpg,D:\PanoCrowdCount\data\dataset\json\416.json,D:\PanoCrowdCount\data\dataset\density_maps\416.npy,train
417,95,50-99,D:\PanoCrowdCount\data\dataset\images\417.jpg,D:\PanoCrowdCount\data\dataset\json\417.json,D:\PanoCrowdCount\data\dataset\density_maps\417.npy,train
418,78,50-99,D:\PanoCrowdCount\data\dataset\images\418.jpg,D:\PanoCrowdCount\data\dataset\json\418.json,D:\PanoCrowdCount\data\dataset\density_maps\418.npy,train
419,266,200-299,D:\PanoCrowdCount\data\dataset\images\419.jpg,D:\PanoCrowdCount\data\dataset\json\419.json,D:\PanoCrowdCount\data\dataset\density_maps\419.npy,test
42,72,50-99,D:\PanoCrowdCount\data\dataset\images\42.jpg,D:\PanoCrowdCount\data\dataset\json\42.json,D:\PanoCrowdCount\data\dataset\density_maps\42.npy,train
420,281,200-299,D:\PanoCrowdCount\data\dataset\images\420.jpg,D:\PanoCrowdCount\data\dataset\json\420.json,D:\PanoCrowdCount\data\dataset\density_maps\420.npy,train
421,17,0-49,D:\PanoCrowdCount\data\dataset\images\421.jpg,D:\PanoCrowdCount\data\dataset\json\421.json,D:\PanoCrowdCount\data\dataset\density_maps\421.npy,train
422,264,200-299,D:\PanoCrowdCount\data\dataset\images\422.jpg,D:\PanoCrowdCount\data\dataset\json\422.json,D:\PanoCrowdCount\data\dataset\density_maps\422.npy,val
423,103,100-199,D:\PanoCrowdCount\data\dataset\images\423.jpg,D:\PanoCrowdCount\data\dataset\json\423.json,D:\PanoCrowdCount\data\dataset\density_maps\423.npy,val
424,81,50-99,D:\PanoCrowdCount\data\dataset\images\424.jpg,D:\PanoCrowdCount\data\dataset\json\424.json,D:\PanoCrowdCount\data\dataset\density_maps\424.npy,val
425,185,100-199,D:\PanoCrowdCount\data\dataset\images\425.jpg,D:\PanoCrowdCount\data\dataset\json\425.json,D:\PanoCrowdCount\data\dataset\density_maps\425.npy,val
426,118,100-199,D:\PanoCrowdCount\data\dataset\images\426.jpg,D:\PanoCrowdCount\data\dataset\json\426.json,D:\PanoCrowdCount\data\dataset\density_maps\426.npy,train
427,118,100-199,D:\PanoCrowdCount\data\dataset\images\427.jpg,D:\PanoCrowdCount\data\dataset\json\427.json,D:\PanoCrowdCount\data\dataset\density_maps\427.npy,train
428,49,0-49,D:\PanoCrowdCount\data\dataset\images\428.jpg,D:\PanoCrowdCount\data\dataset\json\428.json,D:\PanoCrowdCount\data\dataset\density_maps\428.npy,train
429,106,100-199,D:\PanoCrowdCount\data\dataset\images\429.jpg,D:\PanoCrowdCount\data\dataset\json\429.json,D:\PanoCrowdCount\data\dataset\density_maps\429.npy,val
43,72,50-99,D:\PanoCrowdCount\data\dataset\images\43.jpg,D:\PanoCrowdCount\data\dataset\json\43.json,D:\PanoCrowdCount\data\dataset\density_maps\43.npy,train
430,103,100-199,D:\PanoCrowdCount\data\dataset\images\430.jpg,D:\PanoCrowdCount\data\dataset\json\430.json,D:\PanoCrowdCount\data\dataset\density_maps\430.npy,train
431,117,100-199,D:\PanoCrowdCount\data\dataset\images\431.jpg,D:\PanoCrowdCount\data\dataset\json\431.json,D:\PanoCrowdCount\data\dataset\density_maps\431.npy,train
432,244,200-299,D:\PanoCrowdCount\data\dataset\images\432.jpg,D:\PanoCrowdCount\data\dataset\json\432.json,D:\PanoCrowdCount\data\dataset\density_maps\432.npy,train
433,324,300-499,D:\PanoCrowdCount\data\dataset\images\433.jpg,D:\PanoCrowdCount\data\dataset\json\433.json,D:\PanoCrowdCount\data\dataset\density_maps\433.npy,train
434,102,100-199,D:\PanoCrowdCount\data\dataset\images\434.jpg,D:\PanoCrowdCount\data\dataset\json\434.json,D:\PanoCrowdCount\data\dataset\density_maps\434.npy,train
435,205,200-299,D:\PanoCrowdCount\data\dataset\images\435.jpg,D:\PanoCrowdCount\data\dataset\json\435.json,D:\PanoCrowdCount\data\dataset\density_maps\435.npy,val
436,114,100-199,D:\PanoCrowdCount\data\dataset\images\436.jpg,D:\PanoCrowdCount\data\dataset\json\436.json,D:\PanoCrowdCount\data\dataset\density_maps\436.npy,test
437,88,50-99,D:\PanoCrowdCount\data\dataset\images\437.jpg,D:\PanoCrowdCount\data\dataset\json\437.json,D:\PanoCrowdCount\data\dataset\density_maps\437.npy,train
438,17,0-49,D:\PanoCrowdCount\data\dataset\images\438.jpg,D:\PanoCrowdCount\data\dataset\json\438.json,D:\PanoCrowdCount\data\dataset\density_maps\438.npy,train
439,237,200-299,D:\PanoCrowdCount\data\dataset\images\439.jpg,D:\PanoCrowdCount\data\dataset\json\439.json,D:\PanoCrowdCount\data\dataset\density_maps\439.npy,val
44,223,200-299,D:\PanoCrowdCount\data\dataset\images\44.jpg,D:\PanoCrowdCount\data\dataset\json\44.json,D:\PanoCrowdCount\data\dataset\density_maps\44.npy,train
440,179,100-199,D:\PanoCrowdCount\data\dataset\images\440.jpg,D:\PanoCrowdCount\data\dataset\json\440.json,D:\PanoCrowdCount\data\dataset\density_maps\440.npy,train
441,13,0-49,D:\PanoCrowdCount\data\dataset\images\441.jpg,D:\PanoCrowdCount\data\dataset\json\441.json,D:\PanoCrowdCount\data\dataset\density_maps\441.npy,train
442,222,200-299,D:\PanoCrowdCount\data\dataset\images\442.jpg,D:\PanoCrowdCount\data\dataset\json\442.json,D:\PanoCrowdCount\data\dataset\density_maps\442.npy,train
443,48,0-49,D:\PanoCrowdCount\data\dataset\images\443.jpg,D:\PanoCrowdCount\data\dataset\json\443.json,D:\PanoCrowdCount\data\dataset\density_maps\443.npy,train
444,126,100-199,D:\PanoCrowdCount\data\dataset\images\444.jpg,D:\PanoCrowdCount\data\dataset\json\444.json,D:\PanoCrowdCount\data\dataset\density_maps\444.npy,train
445,43,0-49,D:\PanoCrowdCount\data\dataset\images\445.jpg,D:\PanoCrowdCount\data\dataset\json\445.json,D:\PanoCrowdCount\data\dataset\density_maps\445.npy,train
446,17,0-49,D:\PanoCrowdCount\data\dataset\images\446.jpg,D:\PanoCrowdCount\data\dataset\json\446.json,D:\PanoCrowdCount\data\dataset\density_maps\446.npy,train
447,57,50-99,D:\PanoCrowdCount\data\dataset\images\447.jpg,D:\PanoCrowdCount\data\dataset\json\447.json,D:\PanoCrowdCount\data\dataset\density_maps\447.npy,val
448,15,0-49,D:\PanoCrowdCount\data\dataset\images\448.jpg,D:\PanoCrowdCount\data\dataset\json\448.json,D:\PanoCrowdCount\data\dataset\density_maps\448.npy,val
449,101,100-199,D:\PanoCrowdCount\data\dataset\images\449.jpg,D:\PanoCrowdCount\data\dataset\json\449.json,D:\PanoCrowdCount\data\dataset\density_maps\449.npy,train
45,10,0-49,D:\PanoCrowdCount\data\dataset\images\45.jpg,D:\PanoCrowdCount\data\dataset\json\45.json,D:\PanoCrowdCount\data\dataset\density_maps\45.npy,val
450,27,0-49,D:\PanoCrowdCount\data\dataset\images\450.jpg,D:\PanoCrowdCount\data\dataset\json\450.json,D:\PanoCrowdCount\data\dataset\density_maps\450.npy,train
451,565,500+,D:\PanoCrowdCount\data\dataset\images\451.jpg,D:\PanoCrowdCount\data\dataset\json\451.json,D:\PanoCrowdCount\data\dataset\density_maps\451.npy,train
452,2682,500+,D:\PanoCrowdCount\data\dataset\images\452.jpg,D:\PanoCrowdCount\data\dataset\json\452.json,D:\PanoCrowdCount\data\dataset\density_maps\452.npy,test
453,139,100-199,D:\PanoCrowdCount\data\dataset\images\453.jpg,D:\PanoCrowdCount\data\dataset\json\453.json,D:\PanoCrowdCount\data\dataset\density_maps\453.npy,val
454,72,50-99,D:\PanoCrowdCount\data\dataset\images\454.jpg,D:\PanoCrowdCount\data\dataset\json\454.json,D:\PanoCrowdCount\data\dataset\density_maps\454.npy,train
455,392,300-499,D:\PanoCrowdCount\data\dataset\images\455.jpg,D:\PanoCrowdCount\data\dataset\json\455.json,D:\PanoCrowdCount\data\dataset\density_maps\455.npy,train
456,345,300-499,D:\PanoCrowdCount\data\dataset\images\456.jpg,D:\PanoCrowdCount\data\dataset\json\456.json,D:\PanoCrowdCount\data\dataset\density_maps\456.npy,train
457,68,50-99,D:\PanoCrowdCount\data\dataset\images\457.jpg,D:\PanoCrowdCount\data\dataset\json\457.json,D:\PanoCrowdCount\data\dataset\density_maps\457.npy,train
458,143,100-199,D:\PanoCrowdCount\data\dataset\images\458.jpg,D:\PanoCrowdCount\data\dataset\json\458.json,D:\PanoCrowdCount\data\dataset\density_maps\458.npy,val
459,99,50-99,D:\PanoCrowdCount\data\dataset\images\459.jpg,D:\PanoCrowdCount\data\dataset\json\459.json,D:\PanoCrowdCount\data\dataset\density_maps\459.npy,train
46,214,200-299,D:\PanoCrowdCount\data\dataset\images\46.jpg,D:\PanoCrowdCount\data\dataset\json\46.json,D:\PanoCrowdCount\data\dataset\density_maps\46.npy,train
460,75,50-99,D:\PanoCrowdCount\data\dataset\images\460.jpg,D:\PanoCrowdCount\data\dataset\json\460.json,D:\PanoCrowdCount\data\dataset\density_maps\460.npy,test
461,67,50-99,D:\PanoCrowdCount\data\dataset\images\461.jpg,D:\PanoCrowdCount\data\dataset\json\461.json,D:\PanoCrowdCount\data\dataset\density_maps\461.npy,train
462,829,500+,D:\PanoCrowdCount\data\dataset\images\462.jpg,D:\PanoCrowdCount\data\dataset\json\462.json,D:\PanoCrowdCount\data\dataset\density_maps\462.npy,train
463,585,500+,D:\PanoCrowdCount\data\dataset\images\463.jpg,D:\PanoCrowdCount\data\dataset\json\463.json,D:\PanoCrowdCount\data\dataset\density_maps\463.npy,train
464,168,100-199,D:\PanoCrowdCount\data\dataset\images\464.jpg,D:\PanoCrowdCount\data\dataset\json\464.json,D:\PanoCrowdCount\data\dataset\density_maps\464.npy,train
465,58,50-99,D:\PanoCrowdCount\data\dataset\images\465.jpg,D:\PanoCrowdCount\data\dataset\json\465.json,D:\PanoCrowdCount\data\dataset\density_maps\465.npy,val
466,46,0-49,D:\PanoCrowdCount\data\dataset\images\466.jpg,D:\PanoCrowdCount\data\dataset\json\466.json,D:\PanoCrowdCount\data\dataset\density_maps\466.npy,val
467,106,100-199,D:\PanoCrowdCount\data\dataset\images\467.jpg,D:\PanoCrowdCount\data\dataset\json\467.json,D:\PanoCrowdCount\data\dataset\density_maps\467.npy,test
468,69,50-99,D:\PanoCrowdCount\data\dataset\images\468.jpg,D:\PanoCrowdCount\data\dataset\json\468.json,D:\PanoCrowdCount\data\dataset\density_maps\468.npy,val
469,79,50-99,D:\PanoCrowdCount\data\dataset\images\469.jpg,D:\PanoCrowdCount\data\dataset\json\469.json,D:\PanoCrowdCount\data\dataset\density_maps\469.npy,train
47,50,50-99,D:\PanoCrowdCount\data\dataset\images\47.jpg,D:\PanoCrowdCount\data\dataset\json\47.json,D:\PanoCrowdCount\data\dataset\density_maps\47.npy,train
